doc_prob	doc_index	sent_prob	sent_index	document	sentence	class
0,00007405922533735078	3,57658522599699770000	0,00007405922533735078	3,57658522599699770000	A terceirização na construção civil é uma realdade há décadas, contrato civil previsto no Código Civil desde 1916 e mantido no atual Código Civil (artigos 610 e seguintes).	A terceirização na construção civil é uma realdade há décadas, contrato civil previsto no Código Civil desde 1916 e mantido no atual Código Civil (artigos 610 e seguintes).	?
0,00008101526987888157	7,99523672251435100000	0,00008101526987888157	7,99523672251435100000	No aspecto da legislação trabalhista, o Instituto já estava previsto na CLT no seu artigo 455, que considera lícita a subempreitada, mas indica a responsabilidade solidária do contratante em relação aos empregados da contratada.	No aspecto da legislação trabalhista, o Instituto já estava previsto na CLT no seu artigo 455, que considera lícita a subempreitada, mas indica a responsabilidade solidária do contratante em relação aos empregados da contratada.	?
9830,01297600481800000000	-2,94382353073780000000	14873,43423983423800000000	-4,40964437325620500000	A questão, com a edição das alterações legais na lei 6019/74 através da lei 13.429/17 e posteriormente pela lei 13.467/17, é se tais alterações impactaram no ramo da construção civil.	A questão, com a edição das alterações legais na lei 6019/74 através da lei 13.	?
9830,01297600481800000000	-2,94382353073780000000	0,00003845686309141091	-7,96829396820568550000	A questão, com a edição das alterações legais na lei 6019/74 através da lei 13.429/17 e posteriormente pela lei 13.467/17, é se tais alterações impactaram no ramo da construção civil.	429/17 e posteriormente pela lei 13.467/17, é se tais alterações impactaram no ramo da construção civil.	?
9830,01297600481800000000	-2,94382353073780000000	0,00012722571248286303	6,01713009915024700000	A questão, com a edição das alterações legais na lei 6019/74 através da lei 13.429/17 e posteriormente pela lei 13.467/17, é se tais alterações impactaram no ramo da construção civil.	A questão, com a edição das alterações legais na lei 6019/74 através da lei 13.429/17 e posteriormente pela lei 13.	?
9830,01297600481800000000	-2,94382353073780000000	74773,86666666665000000000	-5,66774771394993200000	A questão, com a edição das alterações legais na lei 6019/74 através da lei 13.429/17 e posteriormente pela lei 13.467/17, é se tais alterações impactaram no ramo da construção civil.	429/17 e posteriormente pela lei 13.	?
9830,01297600481800000000	-2,94382353073780000000	51791,42279942279000000000	-7,99389275726311700000	A questão, com a edição das alterações legais na lei 6019/74 através da lei 13.429/17 e posteriormente pela lei 13.467/17, é se tais alterações impactaram no ramo da construção civil.	467/17, é se tais alterações impactaram no ramo da construção civil.	?
9830,01297600481800000000	-2,94382353073780000000	9830,01297600481800000000	-2,94382353073780000000	A questão, com a edição das alterações legais na lei 6019/74 através da lei 13.429/17 e posteriormente pela lei 13.467/17, é se tais alterações impactaram no ramo da construção civil.	A questão, com a edição das alterações legais na lei 6019/74 através da lei 13.429/17 e posteriormente pela lei 13.467/17, é se tais alterações impactaram no ramo da construção civil.	?
0,00013199157481020870	-4,86247254721307900000	0,00013199157481020870	-4,86247254721307900000	Apesar de inexistir no ordenamento jurídico brasileiro uma lei específica para terceirização, que passou a ser “regulada” pela súmula 331 do TST, a construção civil possuía regulação legal específica com a regra  contida no artigo 455 da CLT, com aplicação da sum 331 e da OJ 191 ambos do TST.	Apesar de inexistir no ordenamento jurídico brasileiro uma lei específica para terceirização, que passou a ser “regulada” pela súmula 331 do TST, a construção civil possuía regulação legal específica com a regra  contida no artigo 455 da CLT, com aplicação da sum 331 e da OJ 191 ambos do TST.	?
26641,09563524342000000000	-2,40433497311717500000	26641,09563524342000000000	-2,40433497311717500000	Considerando estas regras, o panorama na construção civil era a da responsabilidade solidária do tomador (artigo 455 da CLT), quando esse não era mero dono da obra, mas empresa da construção ou incorporação (OJ 191 SDI-1 TST).	Considerando estas regras, o panorama na construção civil era a da responsabilidade solidária do tomador (artigo 455 da CLT), quando esse não era mero dono da obra, mas empresa da construção ou incorporação (OJ 191 SDI-1 TST).	?
0,00007644823260629758	6,22433868032395400000	0,00007644823260629758	6,22433868032395400000	Em 2017 surgem as alterações da lei 6019/74 para regulamentar a relação trabalhista nos contratos de prestação de serviços, mantendo-se o Código Civil como lei a regular o contrato entre as empresas.	Em 2017 surgem as alterações da lei 6019/74 para regulamentar a relação trabalhista nos contratos de prestação de serviços, mantendo-se o Código Civil como lei a regular o contrato entre as empresas.	?
0,00008101526987888157	-5,95075331433872100000	0,00008101526987888157	-5,95075331433872100000	As alterações da lei não impactam nas atividades passiveis de terceirização na construção civil, uma vez que a norma já permitia a terceirização de qualquer atividade 455 da CLT ao tratar da subempreitada sem nenhuma restrição.	As alterações da lei não impactam nas atividades passiveis de terceirização na construção civil, uma vez que a norma já permitia a terceirização de qualquer atividade 455 da CLT ao tratar da subempreitada sem nenhuma restrição.	?
47807,46719946721000000000	7,76319353585315300000	47807,46719946721000000000	7,76319353585315300000	Já quanto à responsabilidade ser subsidiária ou solidária podemos vislumbrar um ponto de discussão.	Já quanto à responsabilidade ser subsidiária ou solidária podemos vislumbrar um ponto de discussão.	?
4659,54877033077000000000	4,19042572663889700000	4659,54877033077000000000	4,19042572663889700000	O artigo 455 indica a possibilidade do empregado do subempreiteiro reclamar seus direitos do empreiteiro principal, e sendo assim, considera-se tal responsabilidade como solidária, com certeza, até a edição da lei 6019 com sua nova redação.	O artigo 455 indica a possibilidade do empregado do subempreiteiro reclamar seus direitos do empreiteiro principal, e sendo assim, considera-se tal responsabilidade como solidária, com certeza, até a edição da lei 6019 com sua nova redação.	?
0,00023074117854846534	-1,71345041835085800000	0,00023074117854846534	-1,71345041835085800000	O artigo 5A da lei 6019 estabelece em seu parágrafo 5º estabelece a responsabilidade subsidiária do tomador/contratante como subsidiária.	O artigo 5A da lei 6019 estabelece em seu parágrafo 5º estabelece a responsabilidade subsidiária do tomador/contratante como subsidiária.	?
43422,42459195809000000000	7,34177215537617800000	0,00002301125930124827	-4,63168741829627200000	Aberta, assim, a discussão sobre a regra do artigo 5A da lei 6019 ter derrogado a previsão da responsabilidade solidária do artigo 455 da CLT. Discussão, no entanto, com argumentos para os dois lados, uma vez que a lei 6019 trata da terceirização em geral, e a empreitada é um contrato típico, com regulamento civil e trabalhista específicos.	Aberta, assim, a discussão sobre a regra do artigo 5A da lei 6019 ter derrogado a previsão da responsabilidade solidária do artigo 455 da CLT.	?
43422,42459195809000000000	7,34177215537617800000	43422,42459195809000000000	7,34177215537617800000	Aberta, assim, a discussão sobre a regra do artigo 5A da lei 6019 ter derrogado a previsão da responsabilidade solidária do artigo 455 da CLT. Discussão, no entanto, com argumentos para os dois lados, uma vez que a lei 6019 trata da terceirização em geral, e a empreitada é um contrato típico, com regulamento civil e trabalhista específicos.	Aberta, assim, a discussão sobre a regra do artigo 5A da lei 6019 ter derrogado a previsão da responsabilidade solidária do artigo 455 da CLT. Discussão, no entanto, com argumentos para os dois lados, uma vez que a lei 6019 trata da terceirização em geral, e a empreitada é um contrato típico, com regulamento civil e trabalhista específicos.	?
43422,42459195809000000000	7,34177215537617800000	28693,01084887894000000000	-7,99607891679738600000	Aberta, assim, a discussão sobre a regra do artigo 5A da lei 6019 ter derrogado a previsão da responsabilidade solidária do artigo 455 da CLT. Discussão, no entanto, com argumentos para os dois lados, uma vez que a lei 6019 trata da terceirização em geral, e a empreitada é um contrato típico, com regulamento civil e trabalhista específicos.	Discussão, no entanto, com argumentos para os dois lados, uma vez que a lei 6019 trata da terceirização em geral, e a empreitada é um contrato típico, com regulamento civil e trabalhista específicos.	?
3478,45128286935200000000	-6,25159546041939150000	3478,45128286935200000000	-6,25159546041939150000	Dessa forma, as empresas tomadoras devem se precaver em relação aos contratos considerando que, na melhor das hipóteses, serão subsidiariamente responsáveis pelos direitos trabalhistas dos empregados do empreiteiro contratado.	Dessa forma, as empresas tomadoras devem se precaver em relação aos contratos considerando que, na melhor das hipóteses, serão subsidiariamente responsáveis pelos direitos trabalhistas dos empregados do empreiteiro contratado.	?
1210,31562530296720000000	1,86345843506501700000	1210,31562530296720000000	1,86345843506501700000	Assim, devem tomar cuidados no aspecto da legislação civil, trabalhista e previdenciária.	Assim, devem tomar cuidados no aspecto da legislação civil, trabalhista e previdenciária.	?
17760,73042349560300000000	7,99999617673933100000	17760,73042349560300000000	7,99999617673933100000	A terceirização é o ato da empresa tomadora de serviço, entregar, através de um contrato regular, à outra empresa, prestadora de serviços, algumas atividades que a empresa prestadora desenvolva ou seja, que seja um de seus objetivos sociais.	A terceirização é o ato da empresa tomadora de serviço, entregar, através de um contrato regular, à outra empresa, prestadora de serviços, algumas atividades que a empresa prestadora desenvolva ou seja, que seja um de seus objetivos sociais.	?
24022,85819168540200000000	7,87929236526409900000	24022,85819168540200000000	7,87929236526409900000	Com e edição da nova lei, e com o disposto no artigo 455 da CLT, especialmente no ramo da construção, a discussão entre atividade-meio e atividade-fim ficou ultrapassada, e mais do que nunca a regularidade da terceirização está voltada ao seu correto gerenciamento, evitando-se sua descaracterização na esfera trabalhista.	Com e edição da nova lei, e com o disposto no artigo 455 da CLT, especialmente no ramo da construção, a discussão entre atividade-meio e atividade-fim ficou ultrapassada, e mais do que nunca a regularidade da terceirização está voltada ao seu correto gerenciamento, evitando-se sua descaracterização na esfera trabalhista.	?
21566,39795378999400000000	6,06285370067099400000	21566,39795378999400000000	6,06285370067099400000	E tal irregularidade está diretamente ligada a forma como a tomadora trata os empregados da prestadora, ou os trabalhadores terceirizados (autônomos, ou empresários) que a atendem.	E tal irregularidade está diretamente ligada a forma como a tomadora trata os empregados da prestadora, ou os trabalhadores terceirizados (autônomos, ou empresários) que a atendem.	?
0,00062257436285212650	-4,31383259684096600000	0,00062257436285212650	-4,31383259684096600000	Com efeito, a lei 13.467/17 ao alterar a CLT e a lei 6019/74 não alterou nem o artigo 3º da CLT, que trata da definição de empregado, nem seu artigo 9º que trata da nulidade de atos que visem fraudar direitos previstos na CLT.	Com efeito, a lei 13.467/17 ao alterar a CLT e a lei 6019/74 não alterou nem o artigo 3º da CLT, que trata da definição de empregado, nem seu artigo 9º que trata da nulidade de atos que visem fraudar direitos previstos na CLT.	?
0,00062257436285212650	-4,31383259684096600000	7477,38666666666600000000	3,74498314154875670000	Com efeito, a lei 13.467/17 ao alterar a CLT e a lei 6019/74 não alterou nem o artigo 3º da CLT, que trata da definição de empregado, nem seu artigo 9º que trata da nulidade de atos que visem fraudar direitos previstos na CLT.	Com efeito, a lei 13.	?
0,00062257436285212650	-4,31383259684096600000	54550,81487216511000000000	7,68660545730763540000	Com efeito, a lei 13.467/17 ao alterar a CLT e a lei 6019/74 não alterou nem o artigo 3º da CLT, que trata da definição de empregado, nem seu artigo 9º que trata da nulidade de atos que visem fraudar direitos previstos na CLT.	467/17 ao alterar a CLT e a lei 6019/74 não alterou nem o artigo 3º da CLT, que trata da definição de empregado, nem seu artigo 9º que trata da nulidade de atos que visem fraudar direitos previstos na CLT.	?
0,00019976203883593986	7,94170206596296400000	0,00019976203883593986	7,94170206596296400000	E o principal elemento caracterizador do vínculo empregatício é a Subordinação, que é a subordinação jurídica.	E o principal elemento caracterizador do vínculo empregatício é a Subordinação, que é a subordinação jurídica.	?
0,00219106162321083400	-7,35107636592372100000	0,00219106162321083400	-7,35107636592372100000	Assim, o trabalhador terceirizado é empregado da empresa prestadora de serviço e, portanto está sujeito à subordinação jurídica com ela tão somente, ou se autônomo, ou empresário, sem subordinação a quem quer que seja.	Assim, o trabalhador terceirizado é empregado da empresa prestadora de serviço e, portanto está sujeito à subordinação jurídica com ela tão somente, ou se autônomo, ou empresário, sem subordinação a quem quer que seja.	?
0,00004602251860249654	1,19438277004447850000	0,00004602251860249654	1,19438277004447850000	Qualquer ingerência da empresa tomadora na forma e desenvolvimento dos serviços terceirizados através de seu próprio pessoal será elemento que descaracterizará terceirização por configurar subordinação jurídica direta.	Qualquer ingerência da empresa tomadora na forma e desenvolvimento dos serviços terceirizados através de seu próprio pessoal será elemento que descaracterizará terceirização por configurar subordinação jurídica direta.	?
0,00004772705632851495	0,53731906161917390000	0,00004772705632851495	0,53731906161917390000	A empreitada é um contrato pelo qual a prestadora faz parte da obra com ou sem materiais, devendo ter a expertise para tal atividade e sendo assim regulada.	A empreitada é um contrato pelo qual a prestadora faz parte da obra com ou sem materiais, devendo ter a expertise para tal atividade e sendo assim regulada.	?
0,00003405034752885339	4,19679063292785700000	0,00003405034752885339	4,19679063292785700000	Outros elementos também caracterizam o vínculo empregatício e estão dispostos no artigo 3º da CLT.	Outros elementos também caracterizam o vínculo empregatício e estão dispostos no artigo 3º da CLT.	?
