prob_word	index_word	tag
0.00000713544138056520	0.10850806837042380000	LPREP
0.00000713544138056520	0.70387299159707680000	ART
0.00000356772069028260	0.52826319311081950000	N
0.00005708353104452159	0.37581139912581790000	PREP+ART
0.00007135441380565198	0.97236680888780750000	N
0.00074208590357878070	0.04898374160359405400	,
0.00004994808966395639	0.99183169822469790000	VLIG
0.00000356772069028260	0.72450229842108460000	ART
0.00000713544138056520	0.46073566854074160000	PREP+ART
0.00088122701049980200	0.03937295249350446000	,
0.00003210948621254339	0.72317277696191310000	ART
0.00001427088276113040	0.64189817429765640000	ADV
0.00000356772069028260	0.92317451489846100000	VLIG
0.00003210948621254339	0.79062209438733390000	N
0.00000356772069028260	0.53210403288175940000	N
0.00000356772069028260	0.03925129693514890000	,
0.00000356772069028260	0.30802318407354945000	ADJ
0.00000356772069028260	0.03770453340748529400	,
0.00000356772069028260	0.66359631209864520000	N
0.00001070316207084780	0.20108794827900833000	ADJ
0.00000356772069028260	0.72450229842108460000	ART
0.00002140632414169560	0.48256415158282573000	CONJCOORD
0.00000713544138056520	0.86511874451463780000	N
0.00001427088276113040	0.40798929431086470000	PREP
0.00000713544138056520	0.90403114382293900000	ADJ
0.00001783860345141300	0.58793524448422390000	ADJ
0.00000713544138056520	0.73773668523362210000	N
0.00001070316207084780	0.68170561092814500000	PREP+ART
0.00001427088276113040	0.35282718827935594000	N
0.00014270882761130397	0.47824537926120320000	CONJCOORD
0.00003567720690282599	0.40676404904456936000	PREP
0.00026044361039062976	0.94120560658330370000	ADJ
0.00004281264828339119	0.27267355468851834000	ART
0.00001070316207084780	0.54710242529045260000	VTD
0.00008562529656678238	0.74506208778317510000	N
0.00000356772069028260	0.37124062600474456000	PREP+ART
0.00011773478277932577	0.03907750328035523000	,
0.00003924492759310859	0.71595165060523640000	PR
0.00000713544138056520	0.86187749285273600000	ADJ
0.00000713544138056520	0.46073566854074160000	PREP+ART
0.00000356772069028260	0.37483815465897340000	PREP+ART
0.00088122701049980200	0.03937295249350446000	,
0.00000356772069028260	0.71931455782549380000	N
0.00002497404483197820	0.22136966779342887000	PREP
0.00002854176552226079	0.21603420259126338000	PREP
0.00000713544138056520	0.27163079275975630000	ART
0.00021763096210723854	0.99337846175236140000	VLIG
0.00006778669311536938	0.95746400298925080000	ART
0.00000713544138056520	0.94707983211532940000	N
0.00001427088276113040	0.39604098054380030000	PREP
0.00001783860345141300	0.57442278782401660000	N
0.00069213781391482420	0.02069013460318564000	,
0.00004994808966395639	0.25588508763545040000	LPREP
0.00001427088276113040	0.63701457259795450000	LPREP
0.00006065125173480418	0.45485275332597610000	LPREP
0.00011773478277932577	0.93261151035375700000	N
0.00002497404483197820	0.02615594504644635400	,
0.00000356772069028260	0.37674119517896404000	VBI
0.00000356772069028260	0.71931455782549380000	N
0.00002497404483197820	0.22136966779342887000	PREP
0.00000356772069028260	0.73472136532295210000	ADJ
0.00000713544138056520	0.43532703620990800000	ADJ
0.00012843794485017357	0.28243206840518253000	LPREP
0.00059937707596747670	0.40725936096073134000	LPREP
0.00004281264828339119	0.96193049991744810000	ART
0.00004638036897367379	0.92521659034228660000	N
0.00051018405871041160	0.47085914893247250000	CONJCOORD
0.00000356772069028260	0.36875537674119520000	PREP+ART
0.00002497404483197820	0.45216764135941395000	PREP+ART
0.00002854176552226079	0.25595460509736790000	PREP+ART
0.00010346390001819537	0.65045751179624430000	ADV
0.00001783860345141300	0.24776892395658634000	N
0.00000713544138056520	0.58555427141355070000	ADJ
0.00004281264828339119	0.64037747981821180000	N
0.00000713544138056520	0.46073566854074160000	PREP+ART
0.00000713544138056520	0.56031943273751070000	VTD
0.00003210948621254339	0.56457737727995550000	ADJ
0.00000356772069028260	0.02681636093466227600	,
0.00000713544138056520	0.10424143414523936000	ART
0.00001070316207084780	0.84927745288019530000	N
0.00001427088276113040	0.37363028875815746000	PREP+ART
0.00000713544138056520	0.46073566854074160000	PREP+ART
0.00006065125173480418	0.92453879508859130000	VLIG
0.00000356772069028260	0.75887868333927130000	ADJ
0.00003210948621254339	0.83246291677890840000	PR
0.00076349222772047620	0.32013660181266784000	PREP
0.00002497404483197820	0.70077077485900980000	ART
0.00001070316207084780	0.23667219909801093000	N
0.00000713544138056520	0.49222707878935340000	ADJ
0.00000356772069028260	0.13514194596755272000	LADV
0.00014627654830158657	0.56999104962677820000	LADV
0.00006065125173480418	0.04611614629949860000	,
